tmpf,dwpf,relh,mslp,sknt,feel_gap,u_wind,v_wind,dew_depression,dew_dep_tend_3h,cloud_oktas,cloud_tend_3h,ceiling_ft,p01i,precip_24h,is_precip,solar_zenith,solar_alt,cos_zenith,tmpf_clim_global,tmpf_anomaly,mslp_tend_1h,mslp_tend_3h,mslp_tend_6h,tmpf_tend_1h,tmpf_tend_3h,tmpf_tend_6h,tmpf_lag_1h,tmpf_lag_2h,tmpf_lag_3h,tmpf_lag_6h,tmpf_lag_12h,tmpf_lag_24h,dwpf_lag_1h,dwpf_lag_2h,dwpf_lag_3h,dwpf_lag_6h,dwpf_lag_12h,dwpf_lag_24h,tmpf_roll3_mean,tmpf_roll6_mean,tmpf_roll24_mean,tmpf_roll3_std,mslp_roll3_mean,hour_sin,hour_cos,month_sin,month_cos,hour,month,dayofyear,KEWR_tmpf,KEWR_tmpf_delta,KEWR_tmpf_tend_3h,KEWR_sknt,KEWR_drct,KLGA_tmpf,KLGA_tmpf_delta,KLGA_tmpf_tend_3h,KLGA_sknt,KLGA_drct,KJFK_tmpf,KJFK_tmpf_delta,KJFK_tmpf_tend_3h,KJFK_sknt,KJFK_drct,KTEB_tmpf,KTEB_tmpf_delta,KTEB_tmpf_tend_3h,KTEB_sknt,KTEB_drct,valid_t,pred_high,pred_t3h,pred_t6h,obs_high,reassessed
69.0,47.0,45.37,1025.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,-8.0,25000.0,0.0,0.039999999999999994,0.0,76.04630997311341,13.95369002688659,0.2411375639766037,71.4784140969163,-2.478414096916296,0.7000000000000455,2.2000000000000455,4.2999999999999545,2.0,5.0,5.0,67.0,65.0,64.0,64.0,72.0,76.0,47.0,50.0,50.0,57.0,57.0,62.0,65.33333333333333,64.33333333333333,71.91666666666667,1.527525231651948,1023.5,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,9.0,6.0,159.0,71.0,2.0,5.0,10.0,70.0,69.0,0.0,5.0,13.0,50.0,71.0,2.0,9.0,10.0,60.0,70.0,1.0,5.0,6.0,90.0,2026-06-08T13:51:00+00:00,78.73900604248047,74.31986999511719,72.74401092529297,75.92,78.73900604248047
69.0,47.0,45.37,1025.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,-8.0,25000.0,0.0,0.039999999999999994,0.0,76.04630997311341,13.95369002688659,0.2411375639766037,71.4784140969163,-2.478414096916296,0.7000000000000455,2.2000000000000455,4.2999999999999545,2.0,5.0,5.0,67.0,65.0,64.0,64.0,72.0,76.0,47.0,50.0,50.0,57.0,57.0,62.0,65.33333333333333,64.33333333333333,71.91666666666667,1.527525231651948,1023.5,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,9.0,6.0,159.0,71.0,2.0,5.0,10.0,70.0,69.0,0.0,5.0,13.0,50.0,71.0,2.0,9.0,10.0,60.0,70.0,1.0,5.0,6.0,90.0,2026-06-08T13:51:00+00:00,78.73900604248047,74.31986999511719,72.74401092529297,75.92,78.73900604248047
71.0,51.0,49.22,1025.2,0.0,0.0,0.0,0.0,20.0,-5.0,4.0,4.0,5000.0,0.0,0.02,0.0,61.48280920628394,28.51719079371606,0.47742241550684505,77.93939393939394,-6.939393939393938,0.20000000000004547,0.0,1.8000000000000682,-3.0,1.0,6.0,74.0,73.0,70.0,65.0,66.0,73.0,47.0,46.0,45.0,50.0,56.0,63.0,72.33333333333333,69.66666666666667,70.79166666666667,2.0816659994661304,1025.2333333333333,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,159.0,72.0,1.0,0.0,10.0,150.0,74.0,3.0,5.0,11.0,180.0,71.0,0.0,-1.0,13.0,140.0,74.0,3.0,2.0,11.0,220.0,2026-06-08T17:51:00+00:00,77.18891143798828,68.9636459350586,65.99931335449219,75.92,77.18891143798828
71.0,51.0,49.22,1025.2,0.0,0.0,0.0,0.0,20.0,-5.0,4.0,4.0,5000.0,0.0,0.02,0.0,61.48280920628394,28.51719079371606,0.47742241550684505,77.93939393939394,-6.939393939393938,0.20000000000004547,0.0,1.8000000000000682,-3.0,1.0,6.0,74.0,73.0,70.0,65.0,66.0,73.0,47.0,46.0,45.0,50.0,56.0,63.0,72.33333333333333,69.66666666666667,70.79166666666667,2.0816659994661304,1025.2333333333333,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,159.0,72.0,1.0,0.0,10.0,150.0,74.0,3.0,5.0,11.0,180.0,71.0,0.0,-1.0,13.0,140.0,74.0,3.0,2.0,11.0,220.0,2026-06-08T17:51:00+00:00,77.18891143798828,68.9636459350586,65.99931335449219,75.92,77.18891143798828
71.0,46.0,40.81,1024.6,6.0,0.0,0.0,0.0,25.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,71.4536441939888,18.546355806011206,0.3180718045749449,77.2493927125506,-6.249392712550602,-0.40000000000009095,-0.40000000000009095,-0.40000000000009095,-1.0,-3.0,2.0,72.0,71.0,74.0,69.0,64.0,81.0,47.0,51.0,47.0,47.0,57.0,57.0,72.33333333333333,71.5,70.66666666666667,1.527525231651948,1025.0666666666666,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,159.0,73.0,2.0,0.0,10.0,150.0,73.0,2.0,0.0,11.0,180.0,69.0,-2.0,-3.0,11.0,180.0,74.0,3.0,0.0,12.0,200.0,2026-06-08T19:51:00+00:00,77.27953338623047,67.30722045898438,65.75794982910156,75.92,77.27953338623047
63.0,45.0,51.79,1025.1,3.0,0.0,3.0,5.51091059616309e-16,18.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,95.23171973264371,0.0,0.0,68.27490039840637,-5.274900398406373,-0.10000000000013642,0.3999999999998636,0.0,1.0,1.0,-1.0,62.0,62.0,62.0,64.0,67.0,65.0,43.0,42.0,42.0,43.0,45.0,50.0,62.0,62.5,67.04166666666667,0.0,1025.0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,7.0,6.0,160.0,66.0,3.0,7.0,12.0,230.0,68.0,5.0,4.0,12.0,250.0,65.0,2.0,4.0,13.0,230.0,66.0,3.0,12.0,11.0,240.0,2026-06-09T11:51:00+00:00,80.26192474365234,69.33375549316406,76.97732543945312,66.92,80.26192474365234
66.0,44.0,44.9,1024.9,4.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,25000.0,0.0,0.0,0.0,85.09709326941177,4.902906730588228,0.08546746963615443,69.26724137931035,-3.2672413793103487,-0.1999999999998181,-0.1999999999998181,0.0,3.0,4.0,3.0,63.0,62.0,62.0,63.0,65.0,67.0,45.0,43.0,42.0,43.0,45.0,47.0,62.333333333333336,62.333333333333336,66.95833333333333,0.5773502691896247,1025.1333333333332,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,8.0,6.0,160.0,69.0,3.0,10.0,13.0,240.0,70.0,4.0,6.0,7.0,240.0,67.0,1.0,7.0,14.0,240.0,69.0,3.0,10.0,8.0,240.0,2026-06-09T12:51:00+00:00,81.69987487792969,75.68085479736328,79.95689392089844,66.92,81.69987487792969
70.0,44.0,39.13,1024.2,3.0,0.0,0.0,0.0,26.0,7.0,0.0,0.0,25000.0,0.0,0.0,0.0,76.04616964378182,13.953830356218177,0.24113994091091553,71.4784140969163,-1.4784140969162962,-0.7000000000000455,-1.0,-0.599999999999909,4.0,8.0,8.0,66.0,63.0,62.0,62.0,65.0,69.0,44.0,45.0,43.0,44.0,45.0,47.0,63.666666666666664,62.833333333333336,66.91666666666667,2.0816659994661335,1025.0666666666666,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,9.0,6.0,160.0,73.0,3.0,11.0,11.0,220.0,72.0,2.0,7.0,12.0,230.0,70.0,0.0,7.0,14.0,230.0,71.0,1.0,9.0,8.0,270.0,2026-06-09T13:51:00+00:00,81.5807113647461,77.55260467529297,78.988037109375,70.0,81.5807113647461
73.0,45.0,36.73,1023.4,6.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,25000.0,0.0,0.0,0.0,68.5785883226193,21.421411677380704,0.3652246983838657,73.43362831858407,-0.4336283185840699,-0.8000000000000682,-1.6999999999999318,-1.3000000000000682,3.0,10.0,11.0,70.0,66.0,63.0,62.0,66.0,70.0,44.0,44.0,45.0,42.0,46.0,45.0,66.33333333333333,64.16666666666667,66.95833333333333,3.5118845842842488,1024.7333333333333,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,10.0,6.0,160.0,75.0,2.0,9.0,10.0,230.0,74.0,1.0,6.0,14.0,220.0,72.0,-1.0,7.0,12.0,250.0,73.0,0.0,7.0,9.0,270.0,2026-06-09T14:51:00+00:00,80.06698608398438,75.9909896850586,77.43492126464844,73.0,80.06698608398438
76.0,47.0,35.84,1022.9,5.0,0.0,0.0,0.0,29.0,7.0,0.0,0.0,25000.0,0.0,0.0,0.0,63.303426124270494,26.696573875729506,0.4492655767505018,75.83644859813084,0.16355140186915662,-0.5,-2.0000000000001137,-2.199999999999932,3.0,10.0,14.0,73.0,70.0,66.0,62.0,66.0,73.0,45.0,44.0,44.0,42.0,44.0,46.0,69.66666666666667,66.0,67.08333333333333,3.5118845842842488,1024.1666666666667,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,11.0,6.0,160.0,78.0,2.0,9.0,11.0,230.0,76.0,0.0,6.0,9.0,220.0,73.0,-3.0,6.0,10.0,200.0,76.0,0.0,7.0,9.0,240.0,2026-06-09T15:51:00+00:00,80.40644073486328,77.07722473144531,75.36361694335938,76.0,80.40644073486328
77.0,49.0,37.37,1021.9,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,25000.0,0.0,0.0,0.0,60.821285508316556,29.178714491683444,0.4875353330056618,76.46376811594203,0.536231884057969,-1.0,-2.300000000000068,-3.300000000000068,1.0,7.0,15.0,76.0,73.0,70.0,62.0,65.0,74.0,47.0,45.0,44.0,43.0,44.0,47.0,73.0,68.33333333333333,67.20833333333333,3.000000000000001,1023.5,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,12.0,6.0,160.0,79.0,2.0,6.0,11.0,220.0,78.0,1.0,6.0,11.0,230.0,74.0,-3.0,4.0,10.0,190.0,78.0,1.0,7.0,10.0,230.0,2026-06-09T16:51:00+00:00,79.72611999511719,76.54148864746094,73.6083984375,77.0,79.72611999511719
78.0,52.0,40.42,1020.8,0.0,0.0,-0.0,-0.0,26.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,61.482578812140254,28.517421187859746,0.4774259487706081,77.93939393939394,0.06060606060606233,-1.1000000000000227,-2.6000000000000227,-4.2999999999999545,1.0,5.0,15.0,77.0,76.0,73.0,63.0,64.0,71.0,49.0,47.0,45.0,45.0,43.0,51.0,75.33333333333333,70.83333333333333,67.33333333333333,2.0816659994661353,1022.7333333333332,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,160.0,81.0,3.0,6.0,7.0,230.0,79.0,1.0,5.0,10.0,230.0,74.0,-4.0,2.0,13.0,170.0,79.0,1.0,6.0,8.0,250.0,2026-06-09T17:51:00+00:00,79.71377563476562,75.32652282714844,73.40116882324219,78.08,79.71377563476562
79.0,55.0,43.65,1020.0,0.0,0.0,0.0,0.0,24.0,-5.0,0.0,0.0,25000.0,0.0,0.0,0.0,65.18899954078876,24.811000459211243,0.4196263627544723,77.47881355932203,1.5211864406779654,-0.7999999999999545,-2.8999999999999773,-4.900000000000091,1.0,3.0,13.0,78.0,77.0,76.0,66.0,63.0,72.0,52.0,49.0,47.0,44.0,43.0,47.0,77.0,73.33333333333333,67.625,1.0000000000000098,1021.8666666666667,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,160.0,81.0,2.0,3.0,9.0,260.0,79.0,0.0,3.0,12.0,180.0,73.0,-6.0,0.0,14.0,190.0,80.0,1.0,4.0,6.0,230.0,2026-06-09T18:51:00+00:00,79.60657501220703,76.3337173461914,74.22248077392578,79.0,79.60657501220703
78.0,52.0,40.42,1019.3,5.0,0.0,0.0,0.0,26.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,71.45341958753065,18.546580412469353,0.3180755211095433,77.2493927125506,0.7506072874493981,-0.7000000000000455,-2.6000000000000227,-4.900000000000091,-1.0,1.0,8.0,79.0,78.0,77.0,70.0,62.0,71.0,55.0,52.0,49.0,44.0,44.0,46.0,78.0,75.5,67.91666666666667,1.0000000000000098,1020.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,160.0,83.0,5.0,4.0,4.0,200.0,78.0,0.0,0.0,14.0,170.0,73.0,-5.0,-1.0,15.0,200.0,82.0,4.0,4.0,11.0,200.0,2026-06-09T19:51:00+00:00,80.52273559570312,74.58590698242188,73.00540161132812,79.0,80.52273559570312
78.0,52.0,40.42,1019.3,5.0,0.0,0.0,0.0,26.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,71.45341958753065,18.546580412469353,0.3180755211095433,77.2493927125506,0.7506072874493981,-0.7000000000000455,-2.6000000000000227,-4.900000000000091,-1.0,1.0,8.0,79.0,78.0,77.0,70.0,62.0,71.0,55.0,52.0,49.0,44.0,44.0,46.0,78.0,75.5,67.91666666666667,1.0000000000000098,1020.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,160.0,83.0,5.0,4.0,4.0,200.0,78.0,0.0,0.0,14.0,170.0,73.0,-5.0,-1.0,15.0,200.0,82.0,4.0,4.0,11.0,200.0,2026-06-09T19:51:00+00:00,80.52273559570312,74.58590698242188,73.00540161132812,79.0,80.52273559570312
75.0,50.0,41.45,1018.3,3.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,25000.0,0.0,0.0,0.0,89.20286908561818,0.7971309143818246,0.013912110212211717,76.25396825396825,-1.253968253968253,-0.5,-1.7000000000000455,-4.600000000000023,-1.0,-4.0,-1.0,76.0,78.0,79.0,76.0,62.0,69.0,50.0,52.0,55.0,47.0,42.0,45.0,77.66666666666667,77.33333333333333,68.45833333333333,1.527525231651955,1019.3666666666668,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,17.0,6.0,160.0,82.0,7.0,1.0,9.0,180.0,74.0,-1.0,-5.0,12.0,170.0,68.0,-7.0,-5.0,17.0,190.0,80.0,5.0,0.0,7.0,180.0,2026-06-09T21:51:00+00:00,79.5446548461914,72.47549438476562,70.85694885253906,79.0,79.5446548461914
75.0,51.0,43.02,1017.8,0.0,0.0,-0.0,-0.0,24.0,-2.0,0.0,0.0,25000.0,0.0,0.0,0.0,99.66994087202121,0.0,0.0,75.25670498084291,-0.2567049808429118,-0.5,-1.5,-4.100000000000023,0.0,-3.0,-2.0,75.0,76.0,78.0,77.0,62.0,69.0,50.0,50.0,52.0,49.0,43.0,45.0,76.33333333333333,77.16666666666667,68.70833333333333,1.527525231651955,1018.8000000000001,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,18.0,6.0,160.0,82.0,7.0,-1.0,11.0,230.0,74.0,-1.0,-4.0,11.0,180.0,67.0,-8.0,-6.0,15.0,190.0,79.0,4.0,-3.0,7.0,180.0,2026-06-09T22:51:00+00:00,80.44413757324219,72.4889907836914,71.30831146240234,79.0,80.44413757324219
85.0,72.0,65.23,1008.4,3.0,-5.969999999999999,0.0,0.0,13.0,8.0,0.0,0.0,25000.0,0.0,0.0,0.0,68.57825332246192,21.42174667753808,0.3652301413290309,73.43362831858407,11.56637168141593,-0.10000000000002274,0.0,0.8999999999999773,2.0,9.0,12.0,83.0,79.0,76.0,73.0,77.0,76.0,72.0,71.0,71.0,70.0,70.0,64.0,79.33333333333333,76.16666666666667,77.58333333333333,3.511884584284251,1008.5,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,10.0,6.0,162.0,88.0,3.0,10.0,8.0,230.0,86.0,1.0,8.0,7.0,310.0,85.0,0.0,10.0,12.0,230.0,88.0,3.0,10.0,8.0,310.0,2026-06-11T14:51:00+00:00,90.31107330322266,88.93366241455078,87.31378173828125,85.0,90.31107330322266
85.0,72.0,65.23,1008.4,3.0,-5.969999999999999,0.0,0.0,13.0,8.0,0.0,0.0,25000.0,0.0,0.0,0.0,68.57825332246192,21.42174667753808,0.3652301413290309,73.43362831858407,11.56637168141593,-0.10000000000002274,0.0,0.8999999999999773,2.0,9.0,12.0,83.0,79.0,76.0,73.0,77.0,76.0,72.0,71.0,71.0,70.0,70.0,64.0,79.33333333333333,76.16666666666667,77.58333333333333,3.511884584284251,1008.5,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,10.0,6.0,162.0,88.0,3.0,10.0,8.0,230.0,86.0,1.0,8.0,7.0,310.0,85.0,0.0,10.0,12.0,230.0,88.0,3.0,10.0,8.0,310.0,2026-06-11T14:51:00+00:00,90.31107330322266,88.93366241455078,87.31378173828125,87.0,90.31107330322266
90.0,73.0,57.6,1007.2,4.0,-8.349999999999994,0.0,0.0,17.0,6.0,2.0,2.0,4400.0,0.0,0.0,0.0,60.82084976842339,29.179150231576607,0.4875419730254987,76.46376811594203,13.536231884057969,-0.8999999999999773,-1.2999999999999545,-0.8999999999999773,3.0,7.0,16.0,87.0,85.0,83.0,74.0,76.0,81.0,72.0,72.0,72.0,71.0,69.0,66.0,85.0,80.66666666666667,78.29166666666667,2.000000000000017,1008.3333333333334,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,12.0,6.0,162.0,92.0,2.0,7.0,8.0,250.0,90.0,0.0,6.0,4.0,320.0,90.0,0.0,8.0,14.0,230.0,93.0,3.0,5.0,10.0,320.0,2026-06-11T16:51:00+00:00,90.77694702148438,87.0970687866211,84.64408111572266,90.0,90.77694702148438
90.0,73.0,57.6,1006.8,0.0,-8.349999999999994,-0.0,-0.0,17.0,4.0,4.0,4.0,4500.0,0.0,0.0,0.0,61.4821180068559,28.5178819931441,0.47743301553563494,77.93939393939394,12.060606060606062,-0.40000000000009095,-1.6000000000000227,-1.6000000000000227,0.0,5.0,14.0,90.0,87.0,85.0,76.0,75.0,81.0,73.0,72.0,72.0,71.0,69.0,66.0,87.33333333333333,83.33333333333333,78.66666666666667,2.5166114784235987,1007.9000000000001,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,162.0,94.0,4.0,6.0,12.0,250.0,93.0,3.0,7.0,5.0,310.0,91.0,1.0,6.0,16.0,230.0,92.0,2.0,4.0,5.0,230.0,2026-06-11T17:51:00+00:00,91.80577850341797,87.54074096679688,85.00794982910156,91.03999999999999,91.80577850341797
90.0,73.0,57.6,1006.7,4.0,-8.349999999999994,0.0,0.0,17.0,2.0,2.0,-2.0,5000.0,0.0,0.0,0.0,65.18853639259129,24.81146360740871,0.4196337000734646,77.47881355932203,12.521186440677965,-0.09999999999990905,-1.3999999999999773,-1.8999999999999773,0.0,3.0,11.0,90.0,90.0,87.0,79.0,75.0,81.0,73.0,73.0,72.0,71.0,70.0,67.0,89.0,85.66666666666667,79.04166666666667,1.7320508075689018,1007.3666666666667,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,162.0,94.0,4.0,4.0,13.0,250.0,94.0,4.0,4.0,10.0,240.0,88.0,-2.0,2.0,13.0,220.0,94.0,4.0,5.0,11.0,280.0,2026-06-11T18:51:00+00:00,91.05049133300781,85.48038482666016,83.70669555664062,91.03999999999999,91.05049133300781
88.0,73.0,61.34,1006.6,5.0,-7.769999999999996,0.0,0.0,15.0,-2.0,2.0,0.0,5000.0,0.0,0.0,0.0,71.45297036314622,18.54702963685378,0.3180829543538371,77.2493927125506,10.750607287449398,-0.10000000000002274,-0.6000000000000227,-1.8999999999999773,-2.0,-2.0,5.0,90.0,90.0,90.0,83.0,74.0,80.0,73.0,73.0,73.0,72.0,70.0,68.0,90.0,87.5,79.41666666666667,0.0,1006.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,162.0,96.0,8.0,4.0,14.0,270.0,94.0,6.0,4.0,10.0,260.0,90.0,2.0,0.0,14.0,240.0,95.0,7.0,2.0,14.0,240.0,2026-06-11T19:51:00+00:00,91.1092300415039,85.0228042602539,83.52360534667969,91.03999999999999,91.1092300415039
88.0,73.0,61.34,1006.6,5.0,-7.769999999999996,0.0,0.0,15.0,-2.0,2.0,0.0,5000.0,0.0,0.0,0.0,71.45297036314622,18.54702963685378,0.3180829543538371,77.2493927125506,10.750607287449398,-0.10000000000002274,-0.6000000000000227,-1.8999999999999773,-2.0,-2.0,5.0,90.0,90.0,90.0,83.0,74.0,80.0,73.0,73.0,73.0,72.0,70.0,68.0,90.0,87.5,79.41666666666667,0.0,1006.9000000000001,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,162.0,96.0,8.0,4.0,14.0,270.0,94.0,6.0,4.0,10.0,260.0,90.0,2.0,0.0,14.0,240.0,95.0,7.0,2.0,14.0,240.0,2026-06-11T19:51:00+00:00,91.1092300415039,85.0228042602539,83.52360534667969,91.03999999999999,91.1092300415039
82.0,58.0,44.12,1012.1,0.0,0.04999999999999716,0.0,0.0,24.0,7.0,0.0,0.0,25000.0,0.0,0.88,0.0,60.82041400345741,29.179585996542592,0.48754861339920696,76.46376811594203,5.536231884057969,-0.5,-0.39999999999997726,1.1000000000000227,1.0,6.0,11.0,81.0,78.0,76.0,71.0,74.0,87.0,57.0,58.0,59.0,59.0,72.0,70.0,78.33333333333333,75.33333333333333,77.79166666666667,2.516611478423588,1012.6333333333333,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,12.0,6.0,164.0,85.0,3.0,4.0,6.0,310.0,83.0,1.0,6.0,3.0,350.0,82.0,0.0,3.0,11.0,210.0,83.0,1.0,6.0,8.0,300.0,2026-06-13T16:51:00+00:00,85.1001205444336,81.80451965332031,79.98480224609375,82.0,85.1001205444336
84.0,57.0,39.9,1011.6,3.0,0.7199999999999989,0.0,0.0,27.0,7.0,2.0,2.0,6500.0,0.0,0.88,0.0,61.48165717894618,28.51834282105382,0.47744008261675314,77.93939393939394,6.060606060606062,-0.5,-1.1999999999999318,-0.2999999999999545,2.0,6.0,12.0,82.0,81.0,78.0,72.0,74.0,88.0,58.0,57.0,58.0,59.0,68.0,70.0,80.33333333333333,77.16666666666667,77.58333333333333,2.081665999466142,1012.5,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,13.0,6.0,164.0,87.0,3.0,4.0,9.0,290.0,84.0,0.0,4.0,8.0,260.0,83.0,-1.0,4.0,11.0,190.0,85.0,1.0,6.0,7.0,280.0,2026-06-13T17:51:00+00:00,85.80791473388672,83.20613861083984,78.86940002441406,84.02,85.80791473388672
83.0,59.0,44.27,1011.3,5.0,0.04999999999999716,0.0,0.0,24.0,0.0,0.0,0.0,25000.0,0.0,0.88,0.0,65.18807322545553,24.811926774544474,0.41964103766506083,77.47881355932203,5.521186440677965,-0.3000000000000682,-1.3000000000000682,-0.8000000000000682,-1.0,2.0,9.0,84.0,82.0,81.0,74.0,74.0,88.0,57.0,58.0,57.0,60.0,63.0,73.0,82.33333333333333,79.16666666666667,77.41666666666667,1.5275252316519636,1012.1,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,14.0,6.0,164.0,87.0,4.0,4.0,5.0,240.0,86.0,3.0,6.0,14.0,300.0,83.0,0.0,2.0,11.0,200.0,87.0,4.0,5.0,12.0,270.0,2026-06-13T18:51:00+00:00,85.4227294921875,82.61417388916016,77.933837890625,84.02,85.4227294921875
84.0,56.0,38.49,1010.8,0.0,0.9399999999999977,-0.0,-0.0,28.0,4.0,2.0,2.0,7000.0,0.0,0.88,0.0,71.45252112350526,18.547478876494736,0.31809038783102395,77.2493927125506,6.750607287449398,-0.5,-1.3000000000000682,-1.7000000000000455,1.0,2.0,8.0,83.0,84.0,82.0,76.0,73.0,88.0,59.0,57.0,58.0,59.0,61.0,72.0,83.0,80.66666666666667,77.20833333333333,1.0000000000000284,1011.6666666666666,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,15.0,6.0,164.0,88.0,4.0,3.0,8.0,320.0,86.0,2.0,3.0,10.0,300.0,84.0,0.0,2.0,13.0,210.0,87.0,3.0,4.0,10.0,280.0,2026-06-13T19:51:00+00:00,85.91685485839844,82.5319595336914,78.29248046875,84.02,85.91685485839844
84.0,59.0,42.87,1010.6,3.0,0.23999999999999488,0.0,0.0,25.0,-2.0,4.0,2.0,7500.0,0.0,0.88,0.0,79.64721054122612,10.352789458773884,0.17970864144460197,76.79681274900399,7.2031872509960095,-0.1999999999999318,-1.0,-2.199999999999932,0.0,0.0,6.0,84.0,83.0,84.0,78.0,71.0,89.0,56.0,59.0,57.0,58.0,62.0,70.0,83.66666666666667,82.0,77.04166666666667,0.5773502691896739,1011.2333333333332,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,16.0,6.0,164.0,89.0,5.0,2.0,8.0,260.0,88.0,4.0,4.0,14.0,250.0,84.0,0.0,1.0,11.0,200.0,87.0,3.0,2.0,6.0,290.0,2026-06-13T20:51:00+00:00,86.13697052001953,81.23243713378906,78.16739654541016,84.02,86.13697052001953
83.0,59.0,44.27,1010.9,0.0,0.04999999999999716,0.0,0.0,24.0,0.0,4.0,4.0,8000.0,0.0,0.88,0.0,89.2020568404555,0.7979431595445021,0.013926285191274963,76.25396825396825,6.746031746031747,0.2999999999999545,-0.39999999999997726,-1.7000000000000455,-1.0,0.0,2.0,84.0,84.0,83.0,81.0,70.0,87.0,59.0,56.0,59.0,57.0,60.0,71.0,83.66666666666667,83.0,76.83333333333333,0.5773502691896739,1010.9,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,17.0,6.0,164.0,89.0,6.0,2.0,11.0,260.0,85.0,2.0,-1.0,8.0,310.0,79.0,-4.0,-4.0,15.0,200.0,87.0,4.0,0.0,12.0,270.0,2026-06-13T21:51:00+00:00,85.60456085205078,79.99188995361328,75.81478881835938,84.02,85.60456085205078
85.0,54.0,34.66,1010.9,3.0,1.5400000000000063,0.0,0.0,31.0,3.0,0.0,-2.0,25000.0,0.0,0.88,0.0,99.66916561408637,0.0,0.0,75.25670498084291,9.743295019157088,0.0,0.10000000000002274,-1.2000000000000455,2.0,1.0,3.0,83.0,84.0,84.0,82.0,71.0,84.0,59.0,59.0,56.0,58.0,59.0,71.0,83.66666666666667,83.33333333333333,76.66666666666667,0.5773502691896278,1010.7666666666668,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,18.0,6.0,164.0,88.0,3.0,0.0,12.0,290.0,85.0,0.0,-1.0,8.0,310.0,78.0,-7.0,-6.0,13.0,190.0,86.0,1.0,-1.0,8.0,310.0,2026-06-13T22:51:00+00:00,85.83882904052734,80.42302703857422,76.30599975585938,85.0,85.83882904052734
