season,local_hour,n,mean,std,q0010,q0025,q0050,q0100,q0150,q0200,q0250,q0300,q0400,q0500,q0600,q0700,q0750,q0800,q0850,q0900,q0950,q0975,q0990
ALL,9,1113,-0.45875966766988063,2.8522696449815177,-6.573623275756836,-5.951992034912109,-4.766127014160157,-3.9334014892578124,-3.295231628417969,-2.7190879821777343,-2.322681427001953,-2.021310424804688,-1.2148284912109373,-0.572357177734375,0.020027160644531132,0.7590568542480468,1.2343101501464844,1.730686950683594,2.3620925903320305,3.117205047607425,4.594332885742178,6.2834156036377,7.396404113769506
ALL,10,1029,-0.3343509413827612,2.5684543004722777,-5.935972290039063,-4.803134155273438,-4.078469085693359,-3.2384750366210935,-2.715696716308594,-2.2683433532714843,-1.9518508911132812,-1.6631195068359377,-1.0751754760742187,-0.4870109558105469,0.027374267578124882,0.67733154296875,1.0514297485351562,1.4612884521484384,1.9974945068359375,2.7340972900390654,4.101644897460936,5.589043807983387,7.182998657226565
ALL,11,1037,-0.20962396575721728,2.2397214166761246,-5.2245361328125,-4.313949203491211,-3.7628273010253905,-2.751656341552734,-2.29930419921875,-1.8802360534667968,-1.5905990600585938,-1.3660552978515625,-0.8141632080078125,-0.340667724609375,0.14115753173828136,0.7461654663085924,1.0122642517089844,1.5136795043945317,2.0435379028320315,2.53055419921875,3.602825164794917,4.547114944458012,6.096634521484391
ALL,12,1053,-0.13007614440048523,1.9115438479886926,-4.569855346679687,-3.707990837097168,-3.1535003662109373,-2.2856903076171875,-1.8563674926757814,-1.5415939331054687,-1.2458343505859375,-1.0037155151367188,-0.5733749389648437,-0.19334030151367188,0.23473129272460935,0.7426265716552733,0.9939231872558594,1.2439064025878905,1.6147255859374994,2.071778869628907,2.7708236694335935,3.8539123535156277,4.435201721191407
ALL,13,1104,-0.11316090341927348,1.6516424951485946,-4.295340061187744,-3.158176612854004,-2.647853660583496,-1.958510971069335,-1.5348573684692384,-1.2937911987304687,-1.0404243469238281,-0.8491016387939454,-0.4600952148437499,-0.15037918090820312,0.18581695556640615,0.5179435729980465,0.7166595458984375,1.0065826416015629,1.3238639831542967,1.747293472290039,2.3640472412109355,3.2819119453430172,4.749304924011231
ALL,14,1190,-0.13050849484996632,1.5065212392753329,-3.9108629989624024,-3.004160118103027,-2.4987909317016603,-1.8703926086425782,-1.4845758438110352,-1.1686508178710937,-0.9011936187744141,-0.7183605194091797,-0.38513183593749983,-0.12136077880859375,0.15716552734374994,0.4517024993896484,0.660466194152832,0.8629699707031253,1.1208724975585938,1.4164184570312501,2.0409046173095695,2.782655715942377,4.27630081176757
ALL,15,1252,-0.14509347135647416,1.4091442555758362,-3.680379295349121,-2.741676902770996,-2.2874298095703125,-1.7346529006958007,-1.441398811340332,-1.1551544189453125,-0.9291315078735352,-0.7784629821777344,-0.43780059814453126,-0.15462493896484375,0.10664978027343754,0.41756706237792945,0.5664558410644531,0.7768074035644533,0.996769332885742,1.3260917663574225,1.970527076721192,2.7714116573333736,4.308426876068116
ALL,16,1360,-0.20118387917911304,1.4012872739891444,-3.7357725524902343,-2.8756863594055178,-2.3930755615234376,-1.8208770751953125,-1.4372362136840822,-1.1444519042968748,-0.9411125183105469,-0.7786174774169922,-0.464434814453125,-0.19700241088867188,0.076116943359375,0.3146965026855466,0.49805259704589844,0.6836341857910158,0.935901069641113,1.2810031890869187,1.9503990173339822,2.631851196289056,4.075359992980957
ALL,17,1383,-0.12403639853388522,1.418621876478093,-3.6352985382080076,-2.78836669921875,-2.3707365036010737,-1.7345321655273438,-1.4257827758789063,-1.1263748168945311,-0.8989601135253906,-0.7186080932617188,-0.39730758666992183,-0.1336517333984375,0.11324005126953124,0.4379806518554687,0.6169853210449219,0.8149627685546881,1.0244651794433606,1.3594802856445312,2.1119277954101547,2.9133344650268556,4.259086837768557
ALL,18,1439,-0.08945781805848312,1.4181779608047467,-3.3796251678466795,-2.731932830810547,-2.2684604644775392,-1.6460617065429688,-1.3219869613647461,-1.1022705078125,-0.8866977691650391,-0.7215835571289063,-0.4096038818359375,-0.11332321166992188,0.15494689941406214,0.435217285156249,0.6240634918212891,0.8364303588867188,1.0401893615722657,1.4682891845703125,2.2292068481445275,2.972571182250969,4.265466003417966
ALL,19,1452,-0.0655822750228167,1.4655854614505095,-3.5174312591552734,-2.7744531631469727,-2.1685413360595702,-1.738189697265625,-1.36568603515625,-1.0847785949707032,-0.8609046936035156,-0.7144279479980469,-0.40531463623046876,-0.1604156494140625,0.16057052612304695,0.4788475036621092,0.6630258560180664,0.8504364013671875,1.131296920776367,1.5160800933837895,2.1284768104553224,3.1321907997131335,4.583229040527345
ALL,20,1433,-0.03559717421920999,1.6241297819035363,-3.4115679931640623,-2.9220657348632812,-2.3767745971679686,-1.7938446044921874,-1.437799072265625,-1.1781555175781249,-0.9693107604980469,-0.7517341613769531,-0.43262939453125,-0.116455078125,0.21019973754882812,0.5246734619140625,0.6893386840820312,0.9025726318359376,1.2069076538085939,1.6869064331054684,2.532548522949218,3.413054656982422,5.092706146240242
ALL,21,1480,-0.03765145332748824,1.7050109637841928,-3.551642532348633,-3.0070145606994627,-2.64892635345459,-1.953953170776367,-1.5594650268554688,-1.25784912109375,-1.0466327667236328,-0.8531524658203125,-0.4751739501953124,-0.1330585479736328,0.23249588012695313,0.5783321380615231,0.8062295913696289,1.096704864501953,1.390024185180662,1.9023292541503911,2.6298316955566405,3.5536225318908663,5.28812980651857
ALL,22,1515,-0.0513227039500825,1.8372675695206089,-3.898031768798828,-3.2832998275756835,-2.6642921447753904,-2.120189666748047,-1.7400299072265626,-1.43095703125,-1.1766395568847656,-0.9573074340820312,-0.5144180297851562,-0.1348114013671875,0.2356750488281248,0.6454826354980469,0.8753767395019523,1.115665817260742,1.517152404785156,2.0272010803222678,2.92968292236328,4.018913650512689,5.062792358398427
ALL,23,1497,-0.02415578736411624,2.0332070551347114,-4.139628295898437,-3.4364471435546875,-2.8647716522216795,-2.3424362182617187,-1.8858695983886717,-1.5525970458984375,-1.3033027648925781,-1.0570899963378906,-0.5575119018554688,-0.19736099243164062,0.222979736328125,0.7067535400390625,1.0288848876953125,1.3331207275390624,1.7732437133789059,2.4707717895507817,3.4213851928710954,4.2317092895507775,5.860422058105469
DJF,0,386,-0.2779155545407626,4.205044858182539,-8.67112045288086,-7.533017940521241,-6.329704284667969,-5.300193786621094,-4.6086745262146,-3.9888687133789062,-3.1330041885375977,-2.5913162231445312,-1.6937141418457031,-0.7791805267333984,0.5743675231933594,1.8283863067626953,2.5319290161132812,3.1723709106445312,3.7835636138916016,4.795041084289551,6.875605583190918,9.640390396118164,10.93422050476073
DJF,1,383,-0.22313495486585655,4.064490780045701,-8.965226821899414,-7.145779037475586,-6.267735816955566,-5.208023834228515,-4.237762451171875,-3.7304206848144528,-3.0336666107177734,-2.4908454895019534,-1.5405258178710937,-0.6102981567382812,0.402142333984375,1.8005905151367179,2.46905517578125,3.1712814331054693,3.9323717117309562,4.742366027832031,6.469718170166015,8.854242420196531,11.185573501586923
DJF,2,379,0.0030612291320961825,3.960821201275086,-7.8379371124267605,-7.281063652038574,-5.911142349243164,-5.008979797363281,-3.9447933197021485,-3.349925231933594,-2.769502639770508,-2.0899780273437503,-1.1073913574218743,-0.4373512268066406,0.8196891784667952,1.6638381958007813,2.4244003295898438,3.3276824951171893,3.941857719421387,4.848663330078125,7.1546325683593555,8.705778884887696,10.30356246948241
DJF,3,383,-0.0305784142795493,3.721576630417973,-7.787544708251953,-6.982045555114746,-5.904232025146484,-4.54180564880371,-3.753607177734375,-3.071788787841797,-2.462535858154297,-2.0379875183105467,-1.1333778381347652,-0.3077373504638672,0.7483451843261718,1.8102439880371086,2.2005109786987305,2.7601558685302736,3.328618240356445,4.961849212646484,6.558049774169916,8.250562763214107,10.392708206176762
DJF,4,376,-0.19350790997768974,3.717721777227166,-7.377344131469727,-6.640654563903809,-5.933889389038086,-4.725664138793945,-4.031312942504883,-3.2186317443847656,-2.5551843643188477,-2.155949592590332,-1.4211959838867188,-0.48799705505371094,0.3804359436035156,1.5493106842041016,1.961709976196289,2.7366981506347656,3.42514705657959,4.71272087097168,6.325738906860352,7.976156234741211,9.302141189575195
DJF,5,381,-0.03763809604594716,3.495831935715873,-6.8994873046875,-6.06080436706543,-5.490242004394531,-4.426225662231445,-3.9030303955078125,-2.91058349609375,-2.2758140563964844,-1.8633346557617188,-1.0262908935546875,-0.14892578125,0.6804237365722656,1.5195579528808594,1.9848670959472656,2.8121185302734375,3.4683609008789062,4.198551177978516,5.6463165283203125,7.244495391845703,11.057814788818357
DJF,6,367,-0.08394889675628915,3.555932620991426,-7.419344787597656,-6.244950866699218,-5.685530090332032,-4.5338287353515625,-3.4712604522705077,-2.7931739807128904,-2.246479034423828,-1.8387153625488282,-1.2051681518554687,-0.37741851806640625,0.5206039428710937,1.25005874633789,1.8572216033935547,2.6944335937500026,3.4293552398681633,4.339774322509766,6.36634521484375,7.985963630676249,9.995502471923826
DJF,7,348,-0.04301006514450599,3.354600606621674,-6.830779190063477,-6.4182733535766605,-5.060461521148682,-4.136442375183106,-3.2079387664794923,-2.5635513305664057,-2.0423412322998047,-1.7515443801879884,-1.0109977722167962,-0.2708854675292969,0.3619956970214842,1.3027568817138666,1.6059565544128418,2.334820556640625,3.071458053588867,4.189353561401367,6.063812721252427,7.48678741455078,10.317181968688965
